ID Transaksi,Tanggal,Bulan,Tahun,Usia Pembeli,Gender,Berat Barang (gr),Berapa Kali Transaksi,Waktu Pengiriman (Hari),Ongkos Kirim
3488,6,7,2024,50,L,166,10,7,50000
6667,5,3,2024,70,L,935,1,1,10000
5754,14,6,2024,27,P,368,7,10,20000
6393,5,5,2023,76,L,484,14,13,40000
3927,2,8,2023,73,P,227,3,8,40000
6793,19,1,2022,25,P,979,12,9,30000
1593,4,4,2023,33,L,442,4,10,20000
1663,19,12,2022,31,L,778,15,13,10000
471,19,5,2023,70,L,234,15,12,20000
547,20,7,2024,30,L,742,2,11,10000
700,26,2,2023,46,P,446,17,8,30000
181,11,4,2024,67,P,366,9,11,40000
6982,22,12,2022,21,L,569,11,13,10000
3365,11,7,2023,39,L,135,2,9,40000
834,27,10,2023,80,P,820,3,10,30000
3494,8,11,2024,32,L,937,13,8,30000
7580,22,8,2023,53,L,188,5,9,20000
7485,1,5,2022,26,P,969,20,6,30000
5608,28,2,2022,48,P,837,11,13,40000
155,14,3,2024,66,P,817,15,5,10000
4948,4,3,2022,44,P,416,20,13,10000
3903,27,11,2023,36,L,17,16,12,50000
3115,21,7,2024,40,P,658,10,3,30000
6888,18,6,2022,27,P,520,4,5,30000
1729,26,9,2022,80,P,413,9,4,50000
6244,18,8,2022,72,L,521,1,9,50000
8766,17,5,2024,27,L,53,13,7,50000
6065,30,12,2024,63,L,353,13,5,20000
6266,14,6,2022,61,L,718,18,2,10000
374,4,9,2022,63,L,187,8,13,20000
7196,29,8,2023,41,P,572,10,3,50000
4103,1,7,2023,27,P,420,12,7,50000
3336,7,4,2024,56,P,437,15,8,20000
2837,6,7,2023,44,L,767,6,5,40000
2129,31,10,2022,73,P,339,9,10,40000
5536,17,5,2022,80,P,230,14,2,40000
1205,27,8,2024,40,L,55,10,8,30000
7122,19,5,2022,64,P,295,9,2,30000
5099,22,3,2024,26,P,590,18,9,40000
1303,2,9,2023,70,P,789,11,12,30000
354,19,9,2024,54,L,648,9,12,10000
2531,6,7,2022,22,L,410,14,5,20000
9326,11,3,2023,36,P,432,4,6,20000
4973,10,10,2022,38,L,295,8,7,40000
6767,27,9,2023,44,L,798,17,3,20000
8659,15,4,2022,42,P,393,5,11,20000
8961,19,11,2024,76,P,550,18,1,50000
2750,5,9,2022,53,P,564,15,8,20000
9808,20,8,2024,67,P,670,13,8,30000
8696,24,10,2022,45,P,518,12,11,30000
5905,27,2,2023,60,L,730,10,9,30000
4167,17,3,2022,27,L,70,6,2,50000
265,19,7,2023,27,P,340,19,5,50000
1506,6,7,2022,50,L,517,9,3,10000
4216,4,11,2024,46,L,495,18,9,30000
1376,9,4,2024,31,P,55,12,10,50000
675,25,1,2024,59,L,476,8,12,30000
5827,9,1,2022,75,P,583,19,13,40000
5596,14,1,2024,50,L,306,3,2,30000
4085,13,9,2022,79,L,563,18,2,50000
9919,3,11,2023,39,P,674,7,1,20000
4110,23,6,2024,33,P,805,12,2,40000
2845,21,10,2022,57,L,329,13,10,20000
395,17,1,2022,24,P,839,5,2,50000
8338,28,9,2024,67,P,752,7,11,30000
3567,7,6,2022,80,L,418,8,5,10000
3720,21,7,2022,28,P,534,4,1,20000
5642,21,3,2023,51,L,404,19,8,20000
769,19,7,2024,80,L,562,14,11,20000
6872,11,7,2024,31,L,756,20,2,30000
1095,18,6,2024,28,P,712,13,3,10000
3403,31,12,2024,70,L,826,20,2,10000
4463,13,5,2024,50,L,812,9,12,10000
7593,14,4,2022,58,P,255,2,6,30000
3692,31,11,2024,64,P,160,6,1,30000
9169,16,10,2024,39,L,880,10,5,10000
6261,3,6,2023,41,L,49,7,5,10000
4246,26,10,2022,45,P,946,6,6,50000
5601,20,6,2022,37,P,207,2,3,30000
7422,14,7,2024,51,P,427,9,10,30000
3601,2,8,2023,48,L,398,17,10,30000
421,15,2,2023,23,L,433,10,10,40000
5416,22,5,2023,60,P,493,15,9,20000
186,15,4,2022,61,L,179,1,10,20000
9529,29,3,2024,34,P,886,9,4,20000
1647,31,1,2023,27,P,830,16,9,10000
1947,25,4,2022,78,L,789,10,5,50000
8906,26,4,2023,48,L,776,17,11,40000
1123,16,12,2023,29,L,85,18,8,50000
6647,3,1,2024,63,L,112,2,7,20000
7512,9,3,2022,33,P,717,12,4,30000
7880,8,10,2022,70,L,810,20,4,10000
2795,11,7,2024,53,P,556,15,14,20000
1690,24,5,2022,24,L,685,17,1,40000
4339,4,9,2022,49,L,822,1,13,50000
6457,14,4,2022,80,L,435,4,3,50000
5349,15,12,2023,71,L,802,10,7,40000
5086,20,3,2022,21,P,260,1,5,40000
1981,28,6,2024,28,L,350,8,12,20000
9103,2,4,2023,22,P,527,17,12,40000
1061,3,2,2023,70,P,665,12,11,10000
3136,12,6,2023,28,L,195,9,2,50000
1652,8,3,2024,47,L,469,16,3,40000
5831,10,2,2023,31,L,483,2,14,30000
4365,30,2,2024,46,P,711,10,13,50000
8885,7,9,2022,62,P,238,10,8,50000
5467,20,6,2024,63,L,884,20,5,30000
7272,14,11,2024,59,L,118,10,1,30000
50,26,10,2024,28,P,488,13,4,20000
8668,14,11,2023,64,L,294,4,13,40000
6134,6,7,2024,36,P,338,15,2,20000
1507,29,5,2023,52,L,835,5,10,20000
3068,29,6,2024,31,P,899,4,9,50000
4057,3,5,2024,21,P,195,18,4,10000
5980,17,3,2023,41,L,589,15,3,30000
2869,1,10,2023,80,P,631,4,3,30000
1684,16,9,2024,38,L,151,5,14,10000
232,14,5,2022,58,L,895,2,13,20000
8254,14,7,2022,64,P,63,12,12,40000
4142,25,7,2024,54,L,147,10,3,50000
7350,13,8,2023,22,L,990,18,7,20000
9731,21,9,2024,64,P,256,19,13,30000
761,16,11,2024,38,L,483,10,2,20000
7091,30,6,2024,59,L,851,1,12,50000
802,14,12,2023,47,L,984,1,9,50000
2452,26,2,2023,49,P,190,4,11,30000
8251,4,5,2022,53,P,64,4,11,10000
7389,28,11,2023,58,P,797,2,4,50000
9184,17,3,2024,71,P,866,5,10,20000
9317,9,6,2023,35,L,608,3,6,20000
6193,10,6,2024,25,L,979,2,4,20000
1956,26,1,2024,41,L,486,8,7,20000
4039,19,5,2024,75,P,17,19,5,30000
3992,28,2,2024,60,P,448,16,2,50000
2069,8,8,2024,67,P,843,7,8,20000
3985,29,7,2023,58,L,911,14,2,30000
8490,25,11,2022,65,L,705,16,10,10000
3412,25,12,2023,53,L,242,11,7,40000
4487,26,3,2022,40,P,771,2,1,40000
2110,11,11,2024,48,L,405,16,10,30000
9370,29,8,2022,61,L,715,20,4,40000
6227,23,2,2023,75,L,530,16,1,20000
1170,19,11,2022,33,P,717,8,1,20000
4313,10,11,2023,70,P,116,13,11,50000
8280,16,12,2022,47,P,397,20,7,40000
6206,24,6,2024,49,L,768,6,8,20000
4800,24,12,2024,38,P,981,17,13,30000
6608,15,10,2023,58,L,263,13,2,50000
4868,12,10,2024,56,L,59,13,6,20000
3629,9,7,2024,65,P,631,6,13,20000
1995,21,1,2024,55,L,639,16,11,40000
2305,2,9,2022,70,P,326,18,5,10000
5647,23,8,2022,69,P,99,16,1,50000
5094,25,1,2022,66,L,538,18,6,10000
1642,5,9,2023,65,P,531,15,11,20000
6272,12,6,2024,55,L,300,9,1,20000
3861,18,6,2022,52,L,143,4,6,20000
7491,29,3,2024,51,P,442,14,2,10000
2472,25,5,2022,34,L,508,5,14,50000
2968,17,10,2024,59,L,519,14,2,20000
6082,17,12,2024,56,P,412,1,9,40000
8243,3,10,2024,71,L,679,12,14,40000
524,6,2,2024,39,L,528,9,9,10000
4276,27,1,2023,34,P,952,9,5,30000
8488,19,1,2023,35,L,86,12,12,20000
2315,27,11,2024,50,L,845,8,14,40000
5578,1,10,2024,68,L,240,11,9,10000
826,22,12,2022,64,P,617,3,7,10000
71,24,9,2024,56,L,45,18,4,20000
3994,2,2,2024,47,P,375,13,10,20000
1083,29,2,2023,71,L,448,11,12,50000
2291,5,11,2022,36,L,397,14,6,20000
9040,14,12,2024,69,L,503,16,8,50000
8207,6,2,2022,65,L,378,10,1,10000
487,29,12,2024,79,L,759,14,11,50000
6618,11,11,2023,72,P,201,2,5,30000
6588,20,4,2022,61,P,140,10,2,30000
8672,12,6,2022,38,P,578,15,10,20000
7287,26,1,2024,79,L,550,19,5,30000
7639,7,6,2023,53,P,225,14,5,20000
5881,21,3,2024,27,P,246,2,7,50000
9657,12,11,2023,77,L,600,15,2,30000
7342,24,12,2022,43,L,491,16,10,10000
3396,27,10,2022,42,L,638,2,5,20000
8041,25,8,2023,79,P,323,16,8,50000
8987,5,7,2022,74,P,649,2,13,40000
4463,21,8,2023,43,P,587,8,10,20000
2231,9,1,2022,79,P,54,9,7,30000
8877,30,12,2024,25,P,185,4,1,40000
1556,3,8,2022,72,L,119,20,7,20000
8806,6,3,2023,42,L,452,5,9,10000
1870,12,5,2023,21,L,12,11,13,30000
3784,19,10,2022,26,P,185,3,12,30000
3567,21,8,2023,24,P,378,8,12,20000
7495,2,5,2023,67,P,679,13,3,20000
1231,18,4,2022,46,L,142,11,2,20000
8142,25,1,2023,23,L,134,7,1,50000
5016,6,4,2023,42,P,122,6,3,10000
1729,18,11,2024,77,L,465,6,13,50000
5992,23,7,2024,48,P,941,18,1,50000
3147,19,4,2023,48,P,616,7,7,40000
446,20,10,2023,51,L,199,13,5,20000
5579,1,12,2022,27,P,180,2,7,40000
4209,2,8,2022,66,L,362,12,13,50000
6363,21,2,2023,58,L,514,20,4,10000
3963,20,10,2023,34,L,672,5,5,30000
5422,27,12,2024,30,L,507,8,4,30000
1873,30,6,2024,73,P,836,17,12,50000
940,8,4,2022,59,L,366,11,10,30000
4950,24,9,2024,39,L,727,11,7,40000
1513,18,4,2023,59,L,664,15,12,10000
6292,3,3,2023,77,L,968,4,1,30000
7239,20,3,2024,48,L,919,3,11,40000
3928,12,12,2024,47,L,410,8,8,50000
301,10,7,2024,53,P,570,19,11,40000
4528,24,2,2022,26,P,880,5,2,10000
9006,29,5,2022,43,L,867,18,8,30000
4003,7,11,2024,70,P,838,12,9,30000
5807,8,10,2024,41,L,147,2,4,20000
7937,3,11,2024,23,P,489,10,8,50000
1160,30,9,2022,25,L,672,3,4,20000
3953,30,2,2023,21,P,844,20,6,50000
5229,7,12,2022,33,L,574,6,12,20000
8482,5,5,2022,25,P,473,7,1,30000
9309,2,9,2023,72,L,166,18,13,10000
7774,12,11,2022,27,P,842,10,3,20000
9520,6,1,2023,32,P,71,15,11,40000
1722,5,4,2024,75,L,68,3,5,20000
68,24,4,2024,27,P,582,8,7,10000
9610,19,9,2022,34,P,738,7,14,50000
8936,5,8,2024,38,P,356,19,3,40000
9614,6,5,2022,25,P,824,17,4,10000
9531,7,4,2022,30,L,109,17,13,50000
9999,1,1,2023,55,P,110,13,1,10000
2021,6,3,2022,67,P,846,14,2,10000
304,4,3,2022,66,P,729,20,8,20000
3859,12,6,2024,48,L,472,3,4,40000
4462,6,3,2023,30,L,991,9,6,20000
3206,20,7,2022,74,P,192,14,14,40000
8531,24,9,2022,54,P,145,4,6,20000
4020,8,3,2022,57,L,456,18,14,40000
9672,7,6,2023,50,L,773,9,13,50000
6579,4,1,2022,33,P,882,16,6,40000
9531,14,12,2024,79,L,522,10,11,20000
5596,16,10,2024,60,P,203,3,4,20000
7610,12,11,2024,31,P,478,18,1,10000
8026,11,6,2022,35,P,38,8,3,20000
5501,2,10,2022,45,P,64,1,9,10000
8465,17,5,2022,32,L,209,12,13,30000
1081,9,5,2024,60,P,352,1,1,20000
7267,9,12,2024,57,L,373,9,8,10000
6647,5,5,2022,46,P,682,10,10,50000
2983,1,10,2023,60,L,270,11,1,50000
9245,6,12,2023,69,L,161,9,4,10000
5825,20,5,2022,21,L,95,12,6,40000
792,18,7,2022,69,L,610,14,7,20000
3422,14,4,2023,45,L,455,10,4,40000
5925,4,1,2023,41,P,884,5,2,10000
2314,1,5,2023,54,P,471,14,14,10000
5861,19,7,2023,78,P,645,16,8,30000
758,24,8,2023,75,L,939,18,9,10000
7475,31,8,2022,69,L,709,8,9,30000
6862,4,2,2023,62,L,174,19,2,40000
419,5,5,2022,80,L,280,12,10,50000
4488,12,8,2022,42,P,984,2,4,30000
6495,4,4,2022,57,P,360,4,8,40000
9709,15,7,2023,40,L,905,3,9,50000
6748,20,8,2022,39,P,822,8,12,10000
3555,15,3,2024,34,P,567,17,11,40000
9045,23,11,2023,39,L,386,8,2,50000
754,26,7,2022,22,L,785,6,11,20000
9599,10,1,2023,72,L,576,19,4,50000
3244,28,1,2024,34,L,709,11,7,40000
4439,28,6,2022,63,L,583,16,7,10000
8764,3,4,2024,72,L,119,4,9,10000
1772,17,10,2023,59,P,929,8,8,50000
2150,29,1,2023,40,L,102,20,8,20000
7305,11,12,2024,39,P,549,18,7,20000
2186,17,2,2022,56,L,716,16,12,20000
9426,22,9,2024,74,L,941,1,6,10000
8647,11,8,2022,39,L,179,8,8,30000
7882,7,1,2022,28,L,596,14,2,20000
6059,19,3,2022,44,P,338,13,14,50000
4088,29,3,2024,38,L,770,18,14,20000
1188,17,7,2023,47,L,587,11,5,10000
9622,8,1,2023,42,L,212,1,3,50000
6711,20,8,2023,21,L,69,2,2,30000
3375,18,1,2023,76,P,535,1,4,30000
177,29,6,2022,42,L,433,14,3,40000
6971,9,11,2023,67,P,213,10,4,30000
1542,12,7,2023,57,P,256,15,12,40000
3533,30,4,2023,29,L,813,18,8,50000
4567,26,6,2023,47,L,184,3,9,30000
308,19,3,2022,39,L,774,3,13,20000
3193,11,4,2022,30,L,292,10,2,20000
8754,29,12,2023,50,P,822,11,4,10000
248,3,6,2023,59,P,349,1,9,30000
4560,7,3,2022,59,L,348,19,3,50000
4095,27,6,2023,60,L,362,19,8,10000
1229,25,1,2022,78,P,822,9,3,40000
9056,16,6,2023,67,L,685,16,9,30000
660,18,5,2023,39,L,104,9,4,30000
8493,20,9,2023,28,L,277,19,11,20000
4566,1,4,2022,75,P,290,18,11,40000
1741,11,12,2024,78,L,133,6,10,50000
9185,7,11,2023,62,L,122,3,7,20000
5274,22,5,2024,64,P,916,8,8,30000
8731,17,12,2022,63,P,65,18,7,50000
9361,20,4,2024,67,L,832,9,14,20000
7373,28,1,2024,53,L,134,9,1,10000
1699,10,10,2024,27,P,822,14,7,40000
5283,9,3,2022,77,P,548,20,1,20000
9874,23,3,2024,30,P,180,20,10,50000
3252,7,6,2024,66,L,143,3,6,10000
3894,22,1,2024,47,L,975,9,2,50000
5370,28,7,2024,33,L,680,8,12,10000
2214,23,12,2022,32,L,796,10,9,40000
6588,30,12,2024,78,P,245,15,5,30000
6209,25,5,2023,37,L,647,5,11,30000
4420,27,1,2024,51,P,6,2,5,40000
7121,19,2,2023,34,P,812,18,11,30000
6911,29,7,2022,41,L,495,12,2,10000
1688,5,4,2024,55,P,393,6,2,10000
4659,16,9,2022,36,P,15,13,9,10000
3892,27,10,2022,45,P,392,1,4,50000
8341,4,4,2022,37,L,763,15,9,10000
1887,6,9,2022,55,L,966,15,1,40000
9499,25,8,2022,22,L,23,3,4,10000
4193,26,9,2024,35,L,274,15,2,20000
1092,12,11,2024,31,P,57,18,12,30000
8651,4,8,2024,66,P,776,11,6,50000
5276,23,12,2023,22,L,877,20,3,20000
4719,13,5,2023,55,L,274,5,12,50000
9735,12,1,2022,77,L,89,13,13,30000
6586,2,5,2023,59,P,154,15,4,10000
1658,10,6,2022,24,P,22,5,10,10000
9766,28,6,2024,62,P,309,7,1,30000
3650,25,12,2024,79,P,331,9,6,30000
1814,24,11,2023,42,P,878,16,14,10000
9367,31,6,2023,67,L,476,15,7,40000
7940,24,7,2022,36,P,46,2,12,40000
4786,11,6,2022,32,P,258,6,5,30000
2374,1,3,2024,25,P,341,4,1,50000
5866,10,8,2022,39,L,764,5,1,40000
9323,12,11,2024,31,L,657,16,10,30000
1200,2,4,2022,21,L,939,19,2,50000
8348,5,10,2024,46,L,521,10,1,40000
6610,20,7,2023,47,L,727,11,10,40000
9604,11,9,2023,33,P,663,5,4,40000
3929,20,8,2022,21,P,738,13,8,10000
8446,24,3,2022,73,P,991,16,9,20000
3791,19,11,2022,60,P,648,1,5,30000
9474,17,6,2024,32,L,692,20,10,50000
7140,7,6,2022,26,L,851,9,7,30000
9966,11,6,2022,78,P,314,8,6,30000
9398,3,12,2022,60,L,314,16,8,40000
11,8,10,2024,57,L,177,19,9,30000
5377,11,1,2024,38,L,561,5,1,10000
8301,7,3,2024,29,P,243,10,4,10000
1814,28,10,2024,56,P,472,4,5,50000
4994,27,8,2024,33,P,473,4,7,30000
3483,7,1,2023,50,P,874,15,4,50000
351,14,3,2023,43,P,983,6,12,30000
4095,24,10,2022,79,L,133,1,14,10000
6489,1,1,2023,48,L,287,2,13,40000
4988,3,9,2023,63,L,221,17,2,40000
2379,28,5,2024,50,P,393,12,7,50000
1807,12,4,2024,33,L,338,7,1,30000
9788,23,10,2022,67,P,149,3,5,10000
8157,5,6,2023,34,L,694,2,11,10000
7709,11,12,2023,40,L,137,10,1,20000
4846,4,5,2024,25,L,469,3,3,40000
9787,2,9,2023,44,L,561,10,10,50000
1516,12,7,2023,71,L,366,12,7,30000
6602,11,10,2022,48,L,476,5,10,10000
1070,15,3,2023,59,L,742,10,3,20000
2887,17,5,2022,29,L,212,7,6,30000
4394,4,1,2022,35,P,390,3,3,50000
4236,17,9,2022,24,P,805,1,9,30000
1583,2,1,2022,78,L,19,14,11,50000
6894,22,9,2023,37,P,290,20,9,30000
2106,7,12,2022,79,P,31,10,11,20000
5883,15,11,2024,30,L,592,20,2,50000
9390,15,1,2024,28,L,767,18,10,30000
7772,2,7,2023,41,L,346,5,2,30000
4996,7,12,2024,72,P,621,5,9,40000
2946,1,8,2022,45,L,903,3,3,50000
1331,9,5,2024,77,P,205,14,8,30000
7945,5,6,2024,55,L,284,6,11,40000
5974,29,2,2022,64,P,639,18,6,40000
9390,20,2,2023,40,P,736,14,4,20000
8622,17,2,2024,21,P,677,10,3,30000
4719,3,10,2023,34,L,104,6,4,30000
3078,27,1,2024,72,L,946,14,11,20000
6159,10,3,2024,67,P,528,18,11,40000
4120,5,10,2022,25,P,18,13,2,10000
8181,9,12,2024,62,P,259,2,11,30000
3844,24,10,2023,51,P,55,16,9,30000
4785,20,4,2023,60,P,417,13,12,10000
6472,7,9,2024,43,L,834,3,6,30000
3198,12,3,2023,56,P,363,2,2,20000
2031,5,11,2024,74,P,367,7,1,30000
1988,18,5,2022,25,P,649,12,14,10000
2829,1,9,2023,80,P,508,15,7,50000
6695,30,10,2022,59,L,761,17,12,30000
1532,28,9,2022,60,P,165,7,2,50000
8764,3,10,2022,42,P,951,15,14,20000
3738,7,5,2022,37,P,707,6,1,30000
8593,2,12,2022,72,L,970,2,1,10000
1916,31,4,2024,47,L,786,12,13,30000
7111,13,8,2024,79,P,386,20,11,10000
9192,10,7,2022,45,L,102,14,10,10000
8131,30,6,2024,60,L,678,19,14,10000
7244,3,9,2023,22,P,136,15,1,30000
4093,30,11,2024,49,P,735,7,12,20000
5754,12,9,2022,43,L,253,15,6,10000
5165,5,8,2022,43,P,229,15,12,50000
1842,21,7,2022,33,P,142,19,7,50000
3777,11,4,2022,61,P,630,2,3,40000
4907,12,1,2024,51,L,430,11,3,40000
6616,2,5,2024,41,L,717,5,9,30000
527,15,2,2023,75,L,619,14,1,20000
3383,19,9,2023,37,L,292,9,10,40000
4318,15,3,2023,52,P,316,3,13,40000
8487,8,3,2023,51,P,92,7,6,50000
585,18,12,2023,25,P,600,9,3,30000
6005,31,2,2022,33,P,79,7,13,50000
6046,30,12,2023,42,L,956,9,3,50000
6680,23,9,2023,53,L,406,8,3,10000
6747,6,10,2024,40,L,570,2,12,50000
6107,25,1,2023,42,L,127,8,8,40000
9902,28,9,2023,59,P,204,14,2,50000
380,22,1,2024,30,P,755,12,8,40000
6550,28,4,2024,42,L,125,18,3,50000
8123,30,7,2022,49,P,649,7,6,20000
3326,5,5,2022,30,P,227,6,13,50000
9940,21,7,2024,78,P,142,7,2,20000
5361,19,6,2022,23,L,71,6,9,40000
5777,23,3,2023,53,P,119,15,9,10000
3590,19,12,2023,25,P,26,11,14,50000
938,5,5,2024,77,L,473,14,11,40000
6583,10,10,2023,29,P,175,17,3,50000
5330,5,12,2023,35,P,786,15,4,10000
7849,29,10,2023,31,L,681,12,7,50000
8784,17,7,2023,69,P,498,8,12,10000
5777,3,12,2023,37,L,526,18,12,50000
3300,15,11,2022,31,P,632,13,3,30000
1482,5,5,2022,68,L,608,13,3,50000
6638,7,6,2023,58,L,457,2,8,20000
2915,8,5,2024,30,P,890,13,6,20000
7047,15,12,2024,36,L,146,18,13,50000
4390,21,2,2023,74,P,766,18,10,50000
5345,23,3,2024,80,L,231,10,3,40000
3941,25,9,2022,46,L,755,12,3,50000
7193,21,7,2024,72,L,780,14,8,30000
820,22,2,2024,74,P,447,18,2,30000
324,24,10,2023,54,L,298,8,9,40000
6683,8,6,2023,58,L,605,13,10,10000
9964,15,10,2023,48,L,898,19,14,50000
1484,4,9,2023,60,L,232,11,14,30000
434,26,1,2024,44,L,685,7,9,50000
5590,5,10,2024,34,P,650,3,12,10000
7767,13,3,2023,38,P,612,5,12,30000
7178,6,7,2024,45,L,535,17,12,10000
101,9,7,2024,54,L,217,18,4,30000
5729,1,6,2023,21,P,345,7,3,40000
6073,17,9,2024,21,P,952,3,8,20000
4199,23,2,2024,52,P,822,20,6,40000
145,22,12,2022,63,L,835,16,14,20000
7437,5,4,2024,22,L,715,17,12,40000
1326,17,8,2024,34,P,605,14,11,30000
3286,6,8,2023,27,L,850,19,11,40000
4902,3,2,2023,79,P,987,12,6,50000
8728,22,2,2023,29,L,694,18,5,10000
3955,9,7,2022,25,L,437,9,7,40000
2567,7,4,2023,36,P,258,19,1,10000
1487,24,11,2022,77,P,301,11,8,30000
6729,11,8,2024,28,L,509,1,6,30000
2697,12,9,2023,64,L,948,20,13,20000
2398,19,7,2022,70,P,300,2,11,40000
6551,12,12,2024,40,L,554,15,9,10000
7832,13,4,2024,49,P,309,10,14,20000
3027,3,7,2023,55,L,733,3,4,30000
4089,15,1,2022,31,P,165,20,7,30000
1095,15,11,2022,69,P,332,12,14,40000
5748,20,4,2022,22,L,185,13,10,50000
9731,3,11,2024,53,L,124,20,2,10000
8485,31,9,2024,65,L,392,4,6,20000
6994,9,1,2022,51,P,649,14,5,10000
5929,16,5,2024,52,P,109,18,7,40000
98,21,1,2023,73,L,530,2,6,20000
9306,6,4,2023,43,P,12,2,13,30000
9990,6,12,2024,47,L,633,7,7,10000
958,12,10,2024,74,P,548,14,10,50000
3073,22,3,2022,74,P,163,11,2,10000
7629,27,9,2024,34,L,295,14,4,40000
344,6,3,2024,44,L,856,15,8,40000
6736,24,10,2022,74,L,726,3,5,10000
7398,23,4,2023,25,L,199,16,9,30000
571,10,7,2023,33,L,997,13,10,10000
6191,23,2,2024,48,P,40,19,7,10000
4711,5,1,2022,66,P,126,17,13,20000
561,26,7,2022,34,L,184,5,6,40000
7068,12,12,2022,79,P,252,2,1,40000
9904,1,3,2022,33,P,207,19,6,20000
9146,19,12,2023,74,L,531,13,9,40000
512,27,9,2023,26,P,872,18,8,40000
762,20,5,2023,41,L,228,18,2,20000
6906,16,6,2023,21,L,350,2,2,10000
6393,5,4,2024,25,L,628,16,4,50000
8594,5,3,2024,39,L,685,15,5,20000
1568,8,9,2022,54,P,260,4,11,20000
563,13,5,2023,51,P,137,9,7,10000
6313,23,5,2023,42,L,610,19,9,50000
2149,21,11,2022,43,P,826,7,6,40000
3500,28,12,2024,53,P,527,10,11,20000
6395,24,5,2024,61,L,681,9,13,10000
5697,22,5,2023,63,L,273,9,12,50000
5119,2,11,2023,26,P,620,19,11,30000
1223,22,7,2024,45,L,231,17,12,40000
4736,12,11,2023,40,P,336,18,12,30000
5601,6,12,2023,43,L,125,3,10,40000
3097,24,4,2023,33,P,701,9,4,50000
4415,19,2,2023,67,L,821,15,14,10000
8308,9,10,2022,53,L,831,8,2,20000
131,29,10,2022,64,P,479,6,12,30000
957,26,2,2022,71,P,404,3,4,30000
4364,3,5,2022,58,P,440,12,2,50000
9997,4,1,2022,25,L,801,10,7,10000
4855,21,10,2024,80,P,970,12,9,30000
6106,25,10,2024,75,L,556,18,7,30000
1358,27,4,2023,43,P,8,16,12,10000
4626,23,8,2024,32,L,843,10,13,30000
6657,15,5,2023,71,P,255,9,13,50000
5992,16,5,2024,21,P,948,17,10,30000
7445,3,2,2022,50,L,816,17,1,20000
6713,1,1,2023,31,P,541,9,6,40000
6478,29,8,2024,60,L,455,3,2,30000
7378,3,10,2022,61,L,961,1,4,30000
3978,29,9,2022,46,L,397,8,10,40000
4119,1,8,2024,47,L,470,16,8,20000
358,31,7,2023,44,P,700,20,7,50000
171,16,3,2024,38,P,404,19,2,10000
1046,10,4,2023,66,P,116,9,10,50000
1697,13,8,2023,58,L,777,19,9,50000
1956,18,5,2024,36,L,207,12,1,20000
6328,3,11,2023,43,L,26,4,9,30000
3610,24,11,2023,77,P,570,14,11,50000
8190,30,2,2024,70,L,740,15,6,20000
1301,4,12,2022,55,L,203,10,11,20000
8844,2,6,2022,63,L,756,8,8,30000
6490,4,11,2022,65,P,126,14,11,10000
5529,3,9,2024,25,L,706,20,9,50000
3938,22,7,2024,44,L,918,19,6,30000
9559,7,10,2022,44,P,174,10,12,40000
3154,27,8,2024,47,L,796,1,13,40000
9837,5,12,2023,62,L,678,15,2,20000
1055,10,5,2023,49,P,845,10,10,50000
98,16,11,2024,49,P,506,17,2,50000
8572,1,3,2022,72,P,906,7,14,20000
9976,28,12,2022,64,P,530,12,14,40000
4383,3,10,2022,60,L,644,8,13,50000
9878,4,9,2022,60,L,376,5,13,40000
6230,5,12,2023,54,L,721,3,14,40000
5092,5,4,2022,70,L,980,5,7,50000
9880,11,12,2024,71,L,679,17,2,40000
9899,30,10,2023,78,P,727,3,3,50000
6034,20,5,2022,51,P,830,2,5,40000
3274,4,12,2023,74,L,677,15,6,10000
5305,2,8,2023,63,L,412,2,1,50000
1743,15,1,2024,48,P,301,19,2,10000
2412,19,11,2024,59,P,329,15,7,50000
3116,5,7,2022,23,L,727,14,11,10000
6826,18,10,2023,24,P,202,20,3,50000
8444,27,4,2024,61,P,59,19,7,10000
8668,3,7,2024,26,P,814,16,11,50000
9141,21,1,2023,68,P,343,19,14,40000
7752,14,12,2024,60,P,391,9,10,30000
2424,18,8,2022,60,P,561,14,11,20000
4739,16,1,2023,45,L,572,4,2,10000
8346,19,12,2023,52,L,458,17,11,10000
2074,1,4,2024,29,L,283,1,8,30000
1545,10,12,2022,64,P,116,15,8,40000
5912,3,4,2024,52,L,941,3,4,10000
1710,30,1,2022,61,L,323,2,1,50000
8661,5,11,2023,31,L,825,9,1,30000
3604,23,11,2022,32,P,238,6,12,40000
3935,5,7,2024,38,L,271,14,11,20000
2525,21,3,2024,44,P,93,5,5,30000
234,26,10,2024,54,L,327,10,7,40000
3251,28,12,2023,51,P,133,8,13,50000
6984,1,8,2022,66,L,83,11,7,20000
1572,22,11,2023,35,L,982,1,7,30000
817,10,5,2022,48,L,146,15,8,30000
9135,3,6,2022,24,P,816,10,3,50000
596,10,9,2024,61,L,601,18,5,20000
77,25,11,2023,44,L,935,6,8,40000
7693,31,5,2022,43,P,329,16,4,40000
9785,9,10,2022,26,L,124,15,11,20000
3029,29,5,2023,26,P,955,17,11,30000
938,10,9,2022,67,L,606,10,1,20000
6338,11,8,2022,61,L,996,9,5,30000
3880,6,10,2024,67,P,696,15,2,20000
3984,16,11,2023,75,L,778,10,10,40000
5863,27,1,2024,41,P,755,12,3,40000
3839,16,10,2022,32,L,775,16,9,50000
3593,24,12,2022,51,L,640,6,7,20000
